Assunto,Tipo de pedido,Detalhamento
"Solicitando reparos do asfalto no início da Rua Palestina, altura do número 05, Bairro – Vila São Paulo.",SERVIÇO,Manutenção Estradas Rurais/Urbanas - SMUZ
"Solicitando o nivelamento das guias e sarjetas no início da Rua Palestina, altura do número 05, Bairro – Vila São Paulo.",SERVIÇO,Manutenção Estradas Rurais/Urbanas - SMUZ
"Solicitando o empréstimo do Estádio Municipal Francisco Ribeiro Nogueira (Nogueirão), para realização do evento denominado (Amigo do Jerry X Amigos do Andersinho), a se realizar no dia 12 de outubro de 2025, das 08h00 às 12h00.",EVENTO,Serviços Evento - SMEL
"Solicitando melhorias e reforço na sinalização horizontal por toda a Avenida José Figueira Filho, Bairro – Sabaúna.",SERVIÇO,Manutenção Sinalização viária - SMMT
"Solicitando a implantação de Placa de “Carga e Descarga” na Rua Sofia, próximo ao número 335, Bairro – Jardim Margarida.",IMPLANTAÇÃO,Implantação de Placa de Denominação de Rua
"Solicitando o serviço de limpeza, por toda a extensão da Rua Doutor Bezerra de Menezes – Centro.",SERVIÇO,Limpeza Pública - SMSUZ
Solicitando o aumento das rondas realizadas pela Guarda Municipal no Bairro da Vila Cléo.,VISTORIA,Rondas Ostensivas/Intensificação - SMSEG
"Solicitando a limpeza das bocas de lobo, por toda a extensão da Rua Vereadora Doutor Abílio de Mello Pinto, Bairro – Vila Industrial.",SERVIÇO,Limpeza Pública - SMSUZ
"Solicitando a limpeza das bocas de lobo, por toda a extensão da Rua Roberto Nami Jafet, Bairro – Vila Industrial.",SERVIÇO,Limpeza Pública - SMSUZ
"Solicitando o serviço de tapa buraco na Rua José Pereira, altura do número 27, Bairro – Vila Natal.",SERVIÇO,Recapeamento/Tapa Buraco - SMSUZ
"Solicitando os serviços de roçagem, nivelamento e cascalhamento por toda a extensão da Estrada do Biricutico.",SERVIÇO,Limpeza Pública - SMSUZ
"Solicitando a implantação de faixa de pedestre em frente à Escola Municipal Professora Célia Pinheiro Franco, situada na Rua Presidente Getúlio Vargas, esquina com a Rua Vereador José Silveira, número 328 – Vila Mogi Moderno.",IMPLANTAÇÃO,Implantação de Faixa de Pedestres - SMMT
"Solicitando o asfaltamento na Rua Bragança Paulista, altura do número 460, Bairro – Jardim Piatã B.",IMPLANTAÇÃO,Implantação de Pavimentação/Asfalto - SMSUZ
Solicitando a limpeza do rio situado entre a Rua Bragança Paulista e Rua Barra Velha o Jardim Piatã B.,SERVIÇO,Limpeza Pública - SMSUZ
"Solicitando os estudos para a canalização do córrego próximo à Avenida Oceania e Avenida Manoel Lino da Silva, Bairro – Jardim Aeroporto.",SERVIÇO,Manutenção córrego/Dessasoreamento - SMSUZ
"Solicitando a implantação de redutores de velocidade, faixas de pedestres e reforço na fiscalização e sinalização de solo, no cruzamento da Avenida Louraci Della Nina Tavares, Rua Benedito Lopes da Silva e Rua Newton Straube, Bairro – Mogilar.",IMPLANTAÇÃO,Implantação de Redutor de Velocidade
"Solicitando a instalação de um ponto de ônibus com cobertura na Avenida Alexandrina de Paula, em frente ao número 2394, Bairro – Vila Nova Cintra",IMPLANTAÇÃO,Implantação de Abrigo de ônibus - SMMT
"Solicitando a roçada dos matos, limpeza dos canteiros, recolha dos lixos descartados irregularmente, revisão e desobstrução na sinalização de trânsito.",SERVIÇO,Limpeza Pública - SMSUZ
"Solicitando autorização para o uso do Centro Esportivo da Vila Jundiai, situado na Rua Jaguatirica, número 114, para ser utilizado as sextas e sábados do corrente ano, das 08h00 às 12h00, para treinamento do time Águia de Varinhas.",EVENTO,Uso de ginásio/quadra esportiva - SMEL
"Solicitando estudos para que a Rua Onófrico Derencio – Vila Brasileira, possa ser alterada para mão única de direção, melhorando assim, o fluxo de veículos e reduzindo os riscos de acidentes.",SERVIÇO,Outros
"Solicitando que o proprietário do imóvel situado na Rua Doutor Ricardo Vilela com a Rua Coronel Moreira da Glória, seja notificado para tomar providencias, tendo em vista o abandono do local, o que tem sido alvo de invasões, causando insegurança nas proximidades",VISTORIA,Manutenção em Terreno particular - SMSEG
"Solicitando a intensificação das rondas da guarda municipal na Rua Onófrico Derencio, Bairro - Brás Cubas.",VISTORIA,Rondas Ostensivas/Intensificação - SMSEG
"Solicitando a ampliação do número de vagas para idosos e revisão geral na sinalização de trânsito, na Rua Galdino Alves, lateral do Clube de Campo.",IMPLANTAÇÃO,Implantação de Vaga de Estacionamento - SMMT
"Solicitando o resgate dos felinos que se encontram nas dependências da Escola Municipal Ástrea Barral Nébias, situada na Rua Professora Lucinda Bastos, número 1123, Distrito – Jundiapeba.",ATENDIMENTO,Outros
"Solicitando o serviço de nivelamento e cascalhamento por toda a extensão da Estrada do Tanquinho, Bairro – Nove de julho.",SERVIÇO,Manutenção Estradas Rurais/Urbanas - SMUZ
"Solicitando os serviços de limpeza e roçada na quadra situada na Rua Vereador Sidnei da Silva Rocha, número 385.",SERVIÇO,Limpeza Pública - SMSUZ
"Solicitando a limpeza e capinação de mato alto na Escola Municipal de Educação Especial Professora Jovita Franco Arouche, situada na Rua José de Carlo, número 85, Bairro – Vila Lavínia.",SERVIÇO,Limpeza Pública - SMSUZ
"Solicitando a manutenção e instalação de postes de iluminação pública na Rua Independência, altura do número 12 ao 158, Bairro – Vila São Paulo.",IMPLANTAÇÃO,Implantação de Iluminação Pública - SMSUZ
"Solicitando os estudos técnicos, para que seja realizado o serviço de recapeamento na Rua Capitão Benedito Pedro dos Santos, entre os números 37 ao 65, Bairro – Jardim Camila.",SERVIÇO,Recapeamento/Tapa Buraco - SMSUZ
"Solicitando os serviços de tapa buraco na Avenida Maestro João Batista Julião, altura do nº 275 – Vila Oliveira.",SERVIÇO,Recapeamento/Tapa Buraco - SMSUZ
"Solicitando a inclusão da aluna H. D. S. R. no transporte escolar, tendo em vista, residir na Estrada Fazenda Cuiabá, 1.790 – Vila Moraes e estudar na Escola CEIM Alcides Pais de Moraes CEIC Criança Feliz 2.",ATENDIMENTO,Transferência de Escola - SME
"Solicitando a manutenção da calçada e a troca de local da lixeira que fica próximo ao ponto de ônibus, situado na Avenida Francisco Rodrigues Filho, ao lado do número 1586, Bairro - Mogilar.",SERVIÇO,Manutenção de Abrigo de Ônibus
"Solicitando o conserto e manutenção do banheiro no Terminal Central, situado na Rua Professor Flaviano de Melo, número 525 – Centro.",SERVIÇO,Outros
"Solicitando a poda de duas árvores localizadas na Rua Boraceia, número 125, Bairro – Conjunto Bertioguinha.",SERVIÇO,Poda de Árvore - SMAPA
"Solicitando a implantação de um guarda corpo no viaduto Argeu Batalha, próximo à Vila Estação – Brás Cubas.",SERVIÇO,Manutenção Gradil de proteção/Escadaria/Viela - SMSUZ
"Solicitando o serviço de nivelamento e cascalhamento da Rua Catorze, Rua Paulo Marques Marialva e Rua Padre Albino Bareta, Bairro – Parque das Varinhas.",SERVIÇO,Manutenção Estradas Rurais/Urbanas - SMUZ
"Solicitando o serviço de manutenção da guia, sarjeta e recuperação asfáltica na Rua Francisco Martins Feitosa, em frente ao número 373, Bairro – Vila Lavinia.",SERVIÇO,Manutenção Guias/Sarjetas - SMSUZ
"Solicitando a manutenção asfáltica na Rua Darci Pereira, em frente ao número 100, Bairro – Jardim Planalto.",IMPLANTAÇÃO,Implantação de Pavimentação/Asfalto - SMSUZ
"Solicitando a manutenção na luminária de número 21994, situada na Rua Darci Pereira, altura do número 454, Bairro – Jardim Planalto.",IMPLANTAÇÃO,Implantação de Iluminação Pública - SMSUZ
"Solicitando informações referente à viela situada na Rua Darci Pereira, ao lado do número 454 – Jardim Planalto e que seja executado os serviços de infraestrutura, caso seja área municipal.",SERVIÇO,Manutenção de Placa de logradouro - SMMT
"Solicitando a manutenção asfáltica na Rua Áurea Martins dos Anjos, altura da estação de Jundiapeba.",SERVIÇO,Manutenção Estradas Rurais/Urbanas - SMUZ
"Solicitando a limpeza do passeio público, que está obstruído com lixo, na Rua Dona Áurea Martins dos Anjos, altura do número 165, Bairro – Jundiapeba.",SERVIÇO,Limpeza Pública - SMSUZ
"Solicitando a manutenção asfáltica na Estrada Vulcan, altura da Chácara Galego, número 85, Bairro – Vila Moraes.",SERVIÇO,Manutenção Estradas Rurais/Urbanas - SMUZ
"Solicitando a manutenção na luminária de número 20858, situada na Rua Professora Lucinda Bastos, altura do número 701, Bairro – Jundiapeba",IMPLANTAÇÃO,Implantação de Iluminação Pública - SMSUZ
"Solicitando a manutenção na luminária de número 20859, situada na Rua Professora Lucinda Bastos, altura do número 703, Bairro – Jundiapeba.",ATENDIMENTO,Horários de Atendimentos UBS - SMS
"Solicitando a manutenção na luminária de número 20860, situada na Avenida José Antônio de Mello, altura do número 703, Bairro – Jundiapeba.",IMPLANTAÇÃO,Implantação de Iluminação Pública - SMSUZ
"Solicitando a manutenção na luminária de número 20861, situada na Avenida José Antônio de Mello, altura do número 454, Bairro – Jundiapeba",ATENDIMENTO,Horários de Atendimentos UBS - SMS
"Solicitando a manutenção na luminária de número 20862, situada na Avenida José Antônio de Mello, altura do número 454, Bairro – Jundiapeba",IMPLANTAÇÃO,Implantação de Iluminação Pública - SMSUZ
"Solicitando a manutenção na luminária de número 20863, situada na Rua Professora Lucinda Bastos, altura do número 485, Bairro – Jundiapeba.",IMPLANTAÇÃO,Implantação de Iluminação Pública - SMSUZ
"Solicitando a manutenção na luminária de número 20864, situada na Rua Professora Lucinda Bastos, altura do número 335, Bairro – Jundiapeba.",IMPLANTAÇÃO,Implantação de Iluminação Pública - SMSUZ
"Solicitando a manutenção na luminária de número 20865, situada na Rua Professora Lucinda Bastos, altura do número 280, Bairro – Jundiapeba.",IMPLANTAÇÃO,Implantação de Iluminação Pública - SMSUZ
"Solicitando a implantação de bancos na área de lazer situada na Rua Fagundes Varela, em frente ao número 240, Bairro – Jardim Bandeiras.",IMPLANTAÇÃO,Outros
"Solicitando a implantação de sinalização adequada no entorno da Escola Municipal Dom Paulo Rolim Loureiro, situada no Bairro - Pindorama",IMPLANTAÇÃO,Implantação de Sinalização viária - SMMT
"Solicitando a manutenção e reforma da Escola Municipal Dom Rolim Loureiro, Bairro – Pindorama.",SERVIÇO,Manutenção Unidade Escolar - SME
"Solicitando a implantação de cobertura na área de travessia dos alunos, bem como a construção de uma quadra poliesportiva na Escola Municipal Dom Paulo Rolim Loureiro, Bairro - Pindorama.",IMPLANTAÇÃO,Outros
"Solicitando a manutenção da iluminação pública nos postes de número 56055, 56056, 56058, 56059 e 56068 situados na Estrada Zé Vieira e na Rua Yoshida 2, poste de número 55556, Distrito – Jundiapeba ( Chácara dos Baianos).",IMPLANTAÇÃO,Implantação de Iluminação Pública - SMSUZ
"Solicitando a roçada do mato, limpeza e remoção dos entulhos, no córrego situado na Rua Massaru Seki, Bairro - Volta Fria.",SERVIÇO,Coleta de Lixo/Entulho - SMSUZ
"Solicitando o empréstimo de 2 tendas medindo 10 X 10, para ser utilizada na Festa em Comemoração aos 40 anos da Comunidade Nossa Senhora Medianeira e São Judas Tadeu, a realizar-se nos dias 10 e 11 de maio, do corrente ano.",EVENTO,Serviços Evento - SMSUZ
"solicitando ma transferência para a Escola Municipal Benedito Ferreira Lopes para o menor Gabriel Menezes Marto, inscrição 119950, nascido em 27/07/2013.",ATENDIMENTO,Transferência de Escola - SME
"solicitando que sejam adotadas medidas em relação ao alto número de pessoas em situação de rua na calçada no cruzamento da Rua Presidente Rodrigues Alves com a Rua Barão de Jaceguai, Bairro - Centro.",ATENDIMENTO,Assistência Social - SEMAS
"solcitando o serviço de tapa buraco na Rua Kohejii Adashi, na altura do número 240 no Bairro - Jardim Camila.",SERVIÇO,Recapeamento/Tapa Buraco - SMSUZ
"solicitando o serviço de tapa buraco na Rua Camilo Máximo, travessa com a Jorge Salomão, Bairro - Vila Suissa.",SERVIÇO,Recapeamento/Tapa Buraco - SMSUZ
"solicitando o serviço de tapa buraco na Rua Camilo Máximo, travessa com a Jorge Salomão, localizada no Bairro Vila Suissa.",SERVIÇO,Recapeamento/Tapa Buraco - SMSUZ
"solicitando a poda da copa da árvore localizada na Rua Maria do Nascimento Boz Vidal na altura do número 415, no Bairro Vila Suíssa.",SERVIÇO,Poda de Árvore - SMAPA
"solicitando a poda do mato na Rua Álvaro Mathias, na altura do n°172, localizada no Bairro - São João.",SERVIÇO,Limpeza Pública - SMSUZ
"solicitando a poda do mato na Rua Álvaro Mathias, na altura do n°172, localizada no Bairro - São João.",SERVIÇO,Limpeza Pública - SMSUZ
solicitando a retomada das atividades da Academia da Terceira Idade (ATI) no Bairro - Vila da Prata.,IMPLANTAÇÃO,Implantação de Academia da Terceira Idade - ATI - SMEL
"solicitando o serviço de recapeamento, localizado em um trecho que dá acesso na Avenida Prefeito Franscisco Ribeiro Nogueira, altura do n” 3500, Bairro -Vila da Prata.",SERVIÇO,Recapeamento/Tapa Buraco - SMSUZ
"solicitando o serviço de roçagem e limpeza, na praça situada na Rua Matathias Nogueira Novaes, altura do n° 10, Bairro - Jardim Esperança.",SERVIÇO,Limpeza Pública - SMSUZ
"solicitando o o serviço de CASCALHAMENTO, NIVELAMENTO E PODA DE MATO, da Estrada do Beija Flor, em toda sua extensão, principalmente no acesso à Rua Benedito Antonio de Moraes no Km 07 da referida estrada, Bairro - botujuru",SERVIÇO,Limpeza Pública - SMSUZ
"solicitando a limpeza, capinação, retirada de lixo e tranqueiras que estão jogados na calçada de um terreno na esquina da rua Paulo de Almeida Lencastre Avenida Dom Paulo Rohm Loureiro, Bairro - Vila Oliveira,",SERVIÇO,Limpeza Pública - SMSUZ
"solicitando os serviços de poda de adequação de uma arvore na Alameda Santo Ângelo em frente ao número 140, Bairro - 
 Jundiapeba.",SERVIÇO,Poda de Árvore - SMAPA
"solicitando o serviço de tapa buraco, Rua Antônio Pinto Guedes, próximo ao número 1217, esquina com a Rua Antonio José de Melo em frente do numeral 9, Bairro - Jundiapeba.",SERVIÇO,Recapeamento/Tapa Buraco - SMSUZ
solicitando o serviço de roçagem em toda extensão da Estrada Fujitaro Nagao.,SERVIÇO,Limpeza Pública - SMSUZ
"solicitando o serviço de tapa buraco, na Rua Vicente Antônio Grisário, em frente ao numeral 483, Bairro - Jardim Santa Tereza.",SERVIÇO,Recapeamento/Tapa Buraco - SMSUZ
"solicitando os serviços de tapa Buraco na Estrada do Nagao próximo a antiga Granja Nagao, Bairro - Cocuera",SERVIÇO,Recapeamento/Tapa Buraco - SMSUZ
"Solicita o recuo de vários pontos de ônibus situado na Estrada das Furnas, ponto de referência Estr. Misao Kinoshita 10, no Bairro - Pindorama,",IMPLANTAÇÃO,Implantação de Recuo de ponto de Ônibus - SMMT
"solicitando os serviços de Cascalhamento e Terraplanagem na Estrada Batista em toda sua extensão, situada no bairro - cocuera.",SERVIÇO,Manutenção Estradas Rurais/Urbanas - SMUZ
"solicitando o atendimento da na Rua Hiroshi Ezawa prox. ao Numero 120, muro da Igreja Quadrangular, Afundamento da calçada no Jd. Nathalie.",VISTORIA,Defesa Civil - SMSEG
